headline,publisher,date,stock,headline_length,keywords,hour
UPDATE: Prospect Capital Announces No Restatement of Historical Financial Statements,Hal Lindon,,WDR,84,"['update', 'prospect capital announces', 'restatement', 'historical financial']",
ThaiLin Receives Shareholder Approval for Modern Mind Transaction,Theo Kratz,,IMOS,65,"['thailin receives shareholder approval', 'mind transaction']",
"Shares of several companies in the financial services sector are trading lower amid market weakness, potentially related to cautious comments from Fed Chair Powell, who suggested uncertainty and 'significant' downside risks in the economy. The coronavirus pandemic has slowed economic growth and led to businesses scaling back investment, which has negatively impacted the financial sector.",Benzinga Newsdesk,2020-05-13 15:51:22+00:00,PNFP,390,"['shares', 'financial services sector', 'market weakness', 'cautious comments', 'fed chair powell', 'downside risks', 'coronavirus pandemic', 'economic growth', 'financial sector']",15.0
Kimco Realty Reports Q4 EPS $0.33 vs $0.30 Est; Revenues $223M vs $220.83M Est,Allie Wickman,,KIM,78,"['kimco realty', 'q4 eps', 'vs $', 'est', 'revenues', '$ 223m vs $ 220.83m', 'est']",
Isis Pharmaceuticals Shares Dropping Further After Company Released Updated Phase 3 Results Tuesday Afternoon; Shares Down Over 12.5 Percent,Eddie Staley,,ISIS,140,"['isis pharmaceuticals shares dropping', 'released updated phase', 'afternoon', 'shares down', 'percent']",
UPDATE: Volvo Construction Equipment to Acquire Hauler Business from Terex for $160M,Charles Gross,,TEX,84,"['update', 'volvo', 'acquire hauler', 'terex', '$ 160m']",
Rentrak Signs TV Ratings Contract With Cooper-Smith Advertising,Charles Gross,,RENT,63,"['rentrak signs', 'ratings contract', 'cooper-smith advertising']",
Edward Jones Downgrades Tiffany to Hold,Benzinga Newsdesk,,TIF,39,"['edward jones downgrades tiffany', 'hold']",
UPDATE: Morgan Stanley Reiterates on Aetna Following Company Investor Day,Dwight Einhorn,,AET,73,"['update', 'morgan stanley reiterates', 'aetna following', 'investor']",
Euro Edges Higher against U.S. Dollar on Falling Unemployment in Germany,Emily Austin,,EU,72,"['euro edges', 'u.s.', 'falling unemployment', 'germany']",
"IBM, Cloudera Announce Strategic Partnership; IBM To Resell Cloudera Enterprise Data Hub And DataFlow, Cloudera Will Begin To Resell IBM's Watson Studio And BigSQL",Benzinga Newsdesk,,IBM,163,"['ibm', 'cloudera announce', 'partnership', 'ibm', 'resell cloudera enterprise data hub', 'dataflow', 'cloudera will begin', 'resell ibm', 'watson', 'bigsql']",
"RBC Capital Initiates Coverage on On Assignment at Outperform, Announces $31.00 PT",Paul Quintaro,,ASGN,82,"['rbc capital initiates coverage', 'assignment', 'outperform', 'announces', 'pt']",
"Top Chemical Manufacturing Stocks pick to buy- FSI, VHI, SMG, LXU, TNH, SHI, BAK, CF, RTK, GRA, NANX…",CEO World,,LXU,101,"['top', 'manufacturing stocks', 'fsi', 'vhi', 'smg', 'lxu', 'tnh', 'shi', 'bak', 'cf', 'rtk', 'gra', 'nanx…']",
Citi Downgrades Nokia And Alcatel Amid Challenges Following Acquisition,Anthony Sanfilippo,,ALU,71,"['citi downgrades nokia', 'alcatel amid challenges following acquisition']",
"Guidewire Sees FY16 Adj. EPS $0.64-$0.71 vs $0.64 Est., Sales $408.5M-$416.5M vs $413M Est.",Paul Quintaro,,GWRE,91,"['guidewire', 'fy16 adj', 'eps', '$ 0.64- $', 'vs $', 'est.', '$ 408.5m- $ 416.5m vs $ 413m', 'est']",
Mercury Systems Receives $8M Order From Defense Contractor For Memory Devices,Hal Lindon,,MRCY,77,"['mercury systems receives', '$ 8m order', 'contractor', 'memory devices']",
"Affymetrix Reports Q2 Adj. EPS $0.12 vs $0.07 Est., Sales $89M vs $88.6M Est.",Paul Quintaro,,AFFX,77,"['affymetrix', 'q2 adj', 'eps', 'vs $', 'est.', '$ 89m vs $ 88.6m', 'est']",
"Urban Outfitters Shares Up 4.6% Fri.; Co. Announced Thurs. Afternoon Q4 Comps Up 4%, Sales Up 2%",Paul Quintaro,,URBN,96,"['urban outfitters shares up', 'fri.', 'co', 'announced thurs', 'afternoon q4 comps up', 'up']",
Notable Put Options Activity in Northrop Grumman,Michael J. Zerinskas,,NOC,48,"['options activity', 'northrop grumman']",
Nasdaq Anniunces Proprietary U.S. Equity Data Feeds from Equinix Data Center in London,Charles Gross,,EQIX,86,"['nasdaq anniunces proprietary u.s. equity data feeds', 'equinix data', 'london']",
Oclaro Down On FQ1 Outlook; Sector Falls After Hours,John Seward,,OCLR,52,"['oclaro down', 'fq1 outlook', 'sector']",
"Earnings Scheduled For February 21, 2017",Lisa Levin,,WCN,40,"['earnings scheduled', 'february']",
25 Stocks Moving In Monday's Pre-Market Session,Lisa Levin,,OLED,47,"['stocks', 'pre-market session']",
Yongquan Bi Reports 16.4% Stake in Recon Technology -13D,Charles Gross,,RCON,56,"['yongquan bi', 'stake', 'recon', 'technology -13d']",
Mid-Day Market Update: NASDAQ Turns Negative; Sparton Shares Spike Higher,Lisa Levin,,FE,73,"['mid-day market update', 'nasdaq turns negative', 'sparton shares spike']",
MaxLinear Sees Q3 Sales $94M-$98M vs $104.2M Est.,Paul Quintaro,,MXL,49,"['maxlinear', 'q3', '$ 94m- $ 98m vs $ 104.2m', 'est']",
"Stifel Nicolaus Initiates Coverage on Paylocity Holding at Buy, Announces $40.00 PT",Paul Quintaro,,PCTY,83,"['stifel nicolaus initiates coverage', 'paylocity holding', 'buy', 'announces', 'pt']",
Mid-Morning Market Update: Markets Mixed; KB Home Profit Beats Estimates,Lisa Levin,,SCG,72,"['mid-morning market update', 'markets mixed', 'kb', 'profit beats']",
Pro: FAANG Stocks Could Have 30-40% Downside Potential,Jayson Derrick,,GOOGL,54,"['pro', 'faang stocks', 'have', 'downside potential']",
"Macquarie Initiates Coverage on CONSOL Energy Inc. at Outperform, Announces $38.00 PT",Paul Quintaro,,CNX,85,"['macquarie initiates coverage', 'consol energy', 'outperform', 'announces', 'pt']",
"Jefferies Initiates Coverage On Fair Isaac with Hold Rating, Announces $370 Price Target",Vick Meyer,,FICO,88,"['jefferies initiates coverage', 'isaac', 'hold rating', 'announces', 'price target']",
Filing from Goldcorp Shows Registration for $3B Mixed Offering,Paul Quintaro,,GG,62,"['filing', 'goldcorp shows registration', '$ 3b', 'mixed offering']",
"Canaccord Genuity Maintains Buy on Nevro, Lowers Price Target to $114",Benzinga_Newsdesk,,NVRO,69,"['canaccord genuity maintains buy', 'nevro', 'lowers price target']",
BancorpSouth Inc. Receives Regulatory Approval For Merger With BancorpSouth Bank,Hal Lindon,,BXS,80,"['bancorpsouth', 'receives regulatory approval', 'bancorpsouth']",
10 Brazilian Stocks for 2011,webmaster,,RDS.A,28,['brazilian stocks'],
Tenet Healthcare Reports Q3 EPS $0.37 vs $0.34 Est; Revenues $2.22B vs $2.24B Est,Eddie Staley,,THC,81,"['tenet healthcare', 'q3 eps', 'vs $', 'est', 'revenues', '$ 2.22b vs $ 2.24b', 'est']",
"Goldman Meets With LinkedIn Exec, Still Thinks Stock Will Double",Monica Gerson,,LNKD,64,"['goldman meets', 'linkedin exec', 'thinks', 'will']",
Hearing Positive Comments By Morgan Stanley on Interoil Corp,Allie Wickman,,IOC,60,"['hearing positive comments', 'morgan stanley', 'interoil corp']",
"KeyBanc Initiates Coverage on Air Methods Corporation at Buy, Announces $63.00 PT",Paul Quintaro,,AIRM,81,"['keybanc initiates coverage', 'methods', 'buy', 'announces', 'pt']",
"Freeport CEO Says Big M&A Deals Unlikely With Global Uncertainties, Doesn't Consider It Something Co. Would Look At In Near Term, Given Share Price",Benzinga_Newsdesk,,FCX,147,"['freeport ceo says', 'big m', 'deals unlikely', 'global uncertainties', 'does', 'consider', 'near term', 'share price']",
Options Brief: National Grid (NGG),Michael J. Zerinskas,,NGG,34,"['options brief', 'grid', 'ngg']",
A Peek Into The Market Before The Trading Starts,Lisa Levin,,RAD,48,"['peek', 'market']",
Musk: Tesla Will Produce Cars In China In Two Years,Jayson Derrick,,BIDU,51,"['musk', 'tesla will produce cars', 'china', 'years']",
"5 Stocks To Watch This Week - NFLX, BAC, IBM, V, EBAY",Leigh Drogen,,BAC,53,"['stocks', 'watch', 'nflx', 'bac', 'ibm', 'ebay']",
"Earnings Scheduled For July 26, 2017",Lisa Levin,,HSY,36,"['earnings scheduled', 'july']",
Revenue Headwinds Keep These Analysts Sidelined On Viacom,Monica Gerson,,VIA,57,"['headwinds keep', 'sidelined', 'viacom']",
S&P Upgrades SanDisk from BB to BB+; Outlook Revised to Stable,Paul Quintaro,,SNDK,62,"['p upgrades sandisk', 'bb', 'bb+', 'outlook revised']",
Shares of several oil & gas companies are trading higher after the EIA reported a crude inventory draw of 4.771 million compared to the 2.488 million draw estimate. A larger-than-expected draw is seen as a sign of oil demand increasing.,Benzinga Newsdesk,,BP,236,"['shares', 'gas companies', 'eia', 'crude inventory', 'oil demand']",
Earnings Scheduled For May 22,Monica Gerson,,QIHU,29,"['earnings scheduled', 'may']",
50 Biggest Movers From Yesterday,Lisa Levin,,GRUB,32,"['biggest movers', 'yesterday']",
"DexCom Q1 Adj. EPS $(0.32) Beats $(0.33) Est., Sales $184.40M Beats $172.08M Est.",Brad Hammond,,DXCM,81,"['dexcom q1 adj', 'eps', 'beats', 'est.', '$ 184.40m', 'beats', '$ 172.08m', 'est']",
Stocks That Hit 52-Week Lows On Friday,Benzinga Insights,2020-04-24 14:42:43+00:00,BBDO,38,"['stocks', 'lows']",14.0
"Friday's After-Hours Movers Led By Encore Wire Corp, Gogo, AngloGold Ashanti, Bill Barrett & Caesars Entertainment Corp",Santhosh Naikar,,WIRE,119,"['after-hours movers', 'encore wire corp', 'gogo', 'anglogold ashanti', 'bill barrett', 'caesars entertainment corp']",
"Gibraltar Industries, Inc. Reports Q3 EPS of $(0.44) vs $0.23 Est; Revenue of $217.40M vs $223.50M Est",Paul Quintaro,,ROCK,102,"['gibraltar', 'q3 eps', 'vs $', 'est', '$ 217.40m vs $ 223.50m', 'est']",
"T-Mobile, Sprint Decision Coming Next Week, Future control Of DISH Wireless Remains A Key Issue",Benzinga Newsdesk,,TMUS,95,"['t-mobile', 'sprint decision coming', 'dish wireless remains', 'key']",
"The Market In 5 Minutes: Nike, BlackBerry And A Flurry Of Downgrades",Benzinga Newsdesk,,SBGI,68,"['market', 'minutes', 'nike', 'blackberry', 'flurry', 'downgrades']",
"Symmetry Surgical Sees FY2015 Sales $77.0M-84.0M, EBITDA $6.2-$8M",Paul Quintaro,,SSRG,65,"['symmetry surgical', 'fy2015', '$ 77.0m-84.0m', 'ebitda', '$ 6.2- $ 8m']",
"Stocks Which Set New 52-Week High Yesterday, August 21st",Benzinga Newsdesk,,AIN,56,"['stocks', 'set', 'new 52-week', 'yesterday', 'august']",
"Morgan Stanley Raises Estimates On AMD, NVIDIA Amid Ethereum Strength, Says 'In Oct. we published an analysis suggesting Ethereum mining should slow, but a 200%+ increase in the currency value changes those economics materially'",Paul Quintaro,,NVDA,228,"['morgan stanley raises', 'amd', 'nvidia amid ethereum strength', 'says', 'oct.', 'ethereum', '% + increase', 'currency value changes']",
Brean Says Buy Shares Of Yelp Whether It's For Sale Or Not,Monica Gerson,,PCLN,58,"['brean says buy shares', 'yelp whether', 'sale']",
Benzinga's Volume Movers,Lisa Levin,,ACOR,24,"['benzinga', ""'s volume"", 'movers']",
First Community Q2 EPS $0.37 Down From $0.39 YoY,Benzinga Newsdesk,,FCCO,48,"['q2 eps', 'down', 'yoy']",
Stocks To Watch For March 2,Monica Gerson,,GCO,27,"['stocks', 'watch', 'march']",
15 Biggest Mid-Day Gainers For Monday,Lisa Levin,,TGH,37,['biggest mid-day gainers'],
Barclays: CVS Health's Valuation Doesn't Reflect Its Long-Term Strength,Monica Gerson,,CVS,71,"['barclays', 'cvs', ""health 's"", 'valuation does', 'reflect', 'long-term strength']",
InspireMD Reports Proposed Stock & Warrant Offering,Hal Lindon,,NSPR,51,"['inspiremd', 'proposed', 'warrant offering']",
"UPDATE: Oppenheimer Holdings Upgrades BroadSoft to Outperform, Sets $44 PT",Dwight Einhorn,,BSFT,74,"['update', 'oppenheimer holdings upgrades broadsoft', 'outperform', 'sets', 'pt']",
Greene County Bancorp Q3 EPS $0.470 Down From $0.510 YoY,Benzinga Newsdesk,2020-04-24 14:59:06+00:00,GCBC,56,"['greene', 'bancorp q3 eps', 'down', 'yoy']",14.0
Builders FirstSource Announces Planned Retirement of Chief Executive Officer In 2020,Benzinga Newsdesk,,BLDR,84,"['firstsource announces planned retirement', 'executive officer']",
"As Apple Goes Up, Research in Motion Goes Down",Louis Bedigian,,NOK,46,"['apple goes up', 'motion goes down']",
Perrigo Sees Opportunity for Lipitor to Go Over the Counter,Abe Raymond,,PRGO,59,"['perrigo', 'opportunity', 'lipitor', 'counter']",
Notable Call Options Activity in Cypress Semiconductor,Michael J. Zerinskas,,CY,54,"['call options activity', 'cypress semiconductor']",
"10 Stocks To Watch For September 25, 2018",Lisa Levin,,ASNA,41,"['stocks', 'watch', 'september']",
Loop Capital Initiates Coverage on The Madison Square Garden at Buy,Paul Quintaro,,MSG,67,"['capital initiates coverage', 'madison', 'square garden', 'buy']",
"The Zacks Analyst Blog Highlights: Coherent, Broadcom, Red Hat, EPAM Systems and MKS Instruments",Zacks,,MKSI,96,"['zacks analyst blog highlights', 'coherent', 'broadcom', 'red hat', 'epam systems', 'mks instruments']",
56 Stocks Moving In Thursday's Mid-Day Session,Lisa Levin,,IIVI,46,"['stocks', 'mid-day session']",
76 Biggest Movers From Yesterday,Lisa Levin,,PME,32,"['biggest movers', 'yesterday']",
Boulder Brands Reports Q1 EPS of $0.05 vs $0.06 Est; Revenue of $122.90M vs $124.95M Est,Paul Quintaro,,BDBD,88,"['boulder brands', 'q1 eps', 'vs $', 'est', '$ 122.90m vs $ 124.95m', 'est']",
"UPDATE: Green Mountain Coffee Posts Upbeat FQ4 Results, Raises FQ1 Forecast",Monica Gerson,,GMCR,75,"['update', 'mountain coffee posts upbeat fq4', 'raises fq1 forecast']",
Morning Market Gainers,Lisa Levin,,CIEN,22,['morning market gainers'],
"Redbook Reports US Retail Sales During First 2 Weeks Of Mar. Down 0.1% Month Over Month, Up 4.6% Year Over Year",Benzinga Newsdesk,,XRT,111,"['redbook', 'reports us', 'weeks', 'mar', 'down', 'month', 'month', 'up', '% year']",
House Will Vote Today to Freeze Student Loans at 3.4%,Paul Quintaro,,DV,53,"['will vote', 'freeze', 'loans']",
M&A Funds Are Hot,Lisa Bloom,,GBL,17,['hot'],
"Starbucks To Report Q4 Earnings On Thurs., Nov. 1, 2018 After Market Close",Benzinga Newsdesk,,SBUX,74,"['starbucks', 'q4 earnings', 'thurs.', 'nov.', 'market close']",
Stocks Hitting 52-Week Highs,Lisa Levin,,TIF,28,"['stocks', 'highs']",
"The Daily Biotech Pulse: Jazz Goes Shopping, Portola Offering, Novelion Delays Quarterly Results",Shanthi Rexaline,,CYCC,96,"['biotech pulse', 'jazz goes', 'portola offering', 'novelion delays quarterly']",
"Cypress Energy Partners, L.P. Common Units representing limited partner interests Q4 EPS $0.13 Down From $0.25 YoY, Sales $88.888M Beat $75.2M Estimate",Benzinga Newsdesk,,CELP,151,"['cypress energy partners', 'l.p.', 'units', 'partner interests', 'q4 eps', 'down', 'yoy', '$ 88.888m', '$ 75.2m', 'estimate']",
A Possible Explanation For Expedia's Selloff,Shanthi Rexaline,,EXPE,44,"['explanation', 'expedia', 'selloff']",
Thursday's Top Percentage Gainers and Losers,Benjamin Lee,,REXX,44,"['top percentage gainers', 'losers']",
Shares of several financial services companies are trading higher as equities continue to gain on optimism over the economy reopening as well as a smaller-than-expected drop in nonfarm payrolls.,Benzinga Newsdesk,2020-06-03 14:22:01+00:00,LADR,194,"['shares', 'financial services companies', 'nonfarm payrolls']",14.0
Korea Electric Leads Utility Sector; European Shares Lower,Garrett Cook,,HNP,58,"['korea', 'leads utility sector', 'shares lower']",
"Morgan Stanley Upgrades KLA-Tencor To Overweight, $50 PT",Joe Young,,KLAC,56,"['morgan stanley upgrades kla-tencor', 'overweight', 'pt']",
"Shares of several semiconductor companies are trading higher after a report stating AMD sales will increase ""sharply"" in the second half of 2019 given a ramp up in CPU and GPU shipments for notebooks, motherboards, and servers.",Benzinga Newsdesk,,NVDA,227,"['shares', 'semiconductor companies', 'amd', 'cpu', 'gpu']",
"Earnings Scheduled For January 8, 2014",Monica Gerson,,MON,38,"['earnings scheduled', 'january']",
Delta Air Lines Reports Q4 EPS $0.45 vs $0.38 Est; Revenues $8.4B vs $8.31B Est,Eddie Staley,,DAL,79,"['delta', 'lines', 'q4 eps', 'vs $', 'est', 'revenues', '$ 8.4b vs $ 8.31b', 'est']",
Top 4 Mid-Cap Stocks In The Information & Delivery Services Industry With The Highest Dividend Yield,Monica Gerson,,FDS,100,"['top', 'mid-cap stocks', 'information', 'delivery', 'highest dividend yield']",
Spherix Prices ~7.143M Share Common Stock Offering At $1.05/Share,luke@benzinga.com,,SPEX,65,"['spherix prices', 'share', 'common stock', 'offering', '$ 1.05/share']",
Microchip (MCHP) Hits New 52-Week High on Raised Guidance,Zacks,,AMAT,57,"['microchip', 'mchp', 'hits', 'new 52-week', 'raised guidance']",
"8 Stocks To Watch For January 22, 2018",Lisa Levin,,SNY,38,"['stocks', 'watch', 'january']",
Height Casts 65% Odds That Congress Rolls Back Pharma Discounts,Elizabeth Balboa,,TEVA,63,"['height casts', 'odds', 'congress rolls', 'pharma discounts']",
"Earnings Scheduled For August 6, 2019",Lisa Levin,,PZZA,37,"['earnings scheduled', 'august']",
38 Stocks Moving in Wednesday's Pre-Market Session,Lisa Levin,,SAIA,50,"['stocks', 'pre-market session']",
"The Daily Biotech Pulse: FDA Nod For Sanofi, BioCryst's Edema Drug In Japan, Myriad's Q1 Disappointment",Shanthi Rexaline,,MYL,103,"['biotech pulse', 'fda nod', 'sanofi', 'biocryst', 'edema drug', 'japan', 'myriad', 'q1 disappointment']",
Nichi-Iko Pharmaceutical Completes Acquisition of Sagent Pharmaceuticals for $21.75/Share in Cash,Charles Gross,2016-08-29 01:28:17+00:00,SGNT,97,"['nichi-iko pharmaceutical completes acquisition', 'sagent pharmaceuticals', '$ 21.75/share', 'cash']",1.0
Arrowhead Research Corporation Announces Proposed Public Offering of Common Stock and Warrants,Eddie Staley,,ARWR,94,"['arrowhead', 'research corporation', 'announces proposed', 'offering', 'common stock', 'warrants']",
RealPage Reports Q2 EPS $0.11 vs $0.1 Est; Revenues $74.4M vs $73.52M Est,webmaster,,RP,73,"['realpage', 'q2 eps', 'vs $', 'est', 'revenues', '$ 74.4m vs $ 73.52m', 'est']",
94 Biggest Movers From Yesterday,Lisa Levin,,RICK,32,"['biggest movers', 'yesterday']",
Vertex Pharmaceuticals Announces Interim Phase 2 Data Showed a Combination of VX-770 and VX-809 Improved Function of the Defective Protein that Causes Cystic Fibrosis in People,Benzinga Staff,,VRTX,176,"['vertex pharmaceuticals announces interim phase', 'data showed', 'combination', 'vx-770', 'vx-809 improved function', 'defective protein', 'causes cystic fibrosis']",
